./struct_0000,1.93732
./struct_0001,1.87043
./struct_0002,1.87224
./struct_0004,1.83223
./struct_0008,1.82497
./struct_0029,1.83169
./struct_0048,1.88648
./struct_0132,1.83713
./struct_0155,1.92705
./struct_0219,1.71011
./struct_0521,1.9707
./struct_0741,1.90109
./struct_0763,1.85856
./struct_0848,1.82994
./struct_0897,1.61287
./struct_1183,1.76991
./struct_1244,1.91525
./struct_1362,1.92822
./struct_1364,1.91373
./struct_1581,1.88528
./struct_1588,1.87935
./struct_1601,1.86255
./struct_1605,1.90494
./struct_1713,1.79785
./struct_1731,1.82384
./struct_1873,1.93798
./struct_1904,1.89377
./struct_1912,1.78263
./struct_1964,1.8074
./struct_1979,1.83762
./struct_1984,1.73826
./struct_2035,1.95736
./struct_2069,1.86904
./struct_2228,1.89774
./struct_2318,1.6334
./struct_2352,1.97943
./struct_2432,1.91297
./struct_2436,1.93232
./struct_2572,1.79019
./struct_2618,1.82271
./struct_2717,1.83193
./struct_2939,1.91847
./struct_2961,1.89186
./struct_3040,1.85434
./struct_3043,1.87919
./struct_3208,1.94851
./struct_3356,1.86553
./struct_3463,1.84419
./struct_3536,1.93672
./struct_3576,1.6626
./struct_3630,1.90669
./struct_3687,1.99009
./struct_3737,1.9497
./struct_3938,1.88051
./struct_4117,1.68745
./struct_4167,2.02832
./struct_4173,1.96043
./struct_4188,1.92396
./struct_4202,1.7787
